CaratSize,Clarity,Price
1.3,1 SI,7001
1.2,2 VS,7002
1.24,1 SI,7002
1.01,2 VS,7004
0.9,3 VVS,7005
1.25,2 VS,7006
1.36,1 SI,7007
1.07,2 VS,7007
1.07,2 VS,7007
1.13,3 VVS,7007
1.3,3 VVS,7009
1.18,1 SI,7010
1.14,2 VS,7010
1.01,2 VS,7010
1.01,2 VS,7010
1.36,1 SI,7011
1,2 VS,7012
1,2 VS,7012
1.5,1 SI,7014
1.01,2 VS,7015
1.01,2 VS,7015
1,1 SI,7015
1,2 VS,7015
1.23,1 SI,7015
1.51,2 VS,7018
1.01,2 VS,7166
1.45,1 SI,7166
1.19,2 VS,7167
1.04,4 F,7167
1.52,1 SI,7170
1.59,1 SI,7171
1.2,1 SI,7172
1.42,2 VS,7172
1.51,2 VS,7172
1.16,2 VS,7172
1.4,1 SI,7174
1.33,1 SI,7174
1.17,2 VS,7174
1.25,3 VVS,7175
1.32,1 SI,7177
1.32,1 SI,7177
1.27,2 VS,7177
1.01,2 VS,7177
1.5,3 VVS,7178
1.58,2 VS,7178
1.09,2 VS,7178
1.21,1 SI,7181
1.5,1 SI,7182
1.5,1 SI,7182
1.25,3 VVS,7182
1.22,1 SI,7377
1.01,2 VS,7377
1.02,2 VS,7377
1.31,3 VVS,7378
1.25,1 SI,7381
1.25,3 VVS,7381
1.51,1 SI,7385
1.21,2 VS,7386
1.28,1 SI,7386
1.46,2 VS,7388
1.01,3 VVS,7388
1.01,3 VVS,7388
1.01,2 VS,7388
1.01,2 VS,7388
1.01,3 VVS,7388
1.01,2 VS,7388
0.95,2 VS,7388
1.3,1 SI,7389
1.77,1 SI,7390
1.13,2 VS,7390
1.13,2 VS,7390
1.13,2 VS,7390
1.18,2 VS,7391
1.05,2 VS,7392
1,2 VS,7392
1.02,2 VS,7609
0.9,3 VVS,7613
1.71,1 SI,7613
1.52,1 SI,7614
1.01,3 VVS,7615
1.79,1 SI,7620
1.55,1 SI,7620
1.32,2 VS,7623
1.55,1 SI,7623
1.01,2 VS,7623
1.78,2 VS,7626
1,2 VS,7627
1.2,2 VS,7627
1.58,1 SI,7628
1,3 VVS,7629
1.2,1 SI,7630
1.02,2 VS,7630
1.01,2 VS,7630
0.9,3 VVS,7631
1.18,2 VS,7632
1.35,1 SI,7633
1.2,3 VVS,7634
1.04,3 VVS,7635
0.95,4 F,7636
1.35,1 SI,7636
1.2,2 VS,7856
0.96,4 F,7857
1.2,2 VS,7858
1.29,3 VVS,7858
1.36,1 SI,7860
1.65,1 SI,7863
1.28,2 VS,7863
1.01,3 VVS,7865
1.14,2 VS,7865
1.5,1 SI,7866
1,2 VS,7866
1.5,1 SI,7866
1.82,1 SI,7870
1.06,2 VS,7870
1.01,2 VS,7873
1,3 VVS,7874
1.51,2 VS,7875
1.32,2 VS,7876
1.59,1 SI,7876
1.5,1 SI,7880
1.53,1 SI,7880
1.1,2 VS,7880
1.23,2 VS,7881
1.01,3 VVS,7973
1.51,1 SI,7973
1.07,2 VS,7975
1.25,1 SI,7976
1.26,2 VS,7976
1.4,3 VVS,7977
1.23,2 VS,7977
1,3 VVS,7977
1.09,4 F,7977
1.09,4 F,7977
1.01,2 VS,7979
1,2 VS,7980
1.01,2 VS,7982
1.41,1 SI,7982
1.29,1 SI,7984
1.43,1 SI,7989
1.2,2 VS,7989
1.51,2 VS,7989
1.3,1 SI,7994
1.38,2 VS,7994
1.14,2 VS,7994
1.02,2 VS,7994
1.62,2 VS,7995
1.41,1 SI,7995
1.12,2 VS,7996
1.51,1 SI,8001
1.5,2 VS,8002
1.2,3 VVS,8003
1.16,2 VS,8003
1.07,2 VS,8004
1.02,4 F,8004
1.53,1 SI,8005
1.17,2 VS,8006
1.04,2 VS,8008
1.2,2 VS,8010
1.53,1 SI,8011
1.53,1 SI,8011
1.25,2 VS,8012
1.52,1 SI,8013
1.51,1 SI,8013
1.51,1 SI,8013
1.33,2 VS,8013
1.2,2 VS,8014
1.09,2 VS,8015
0.92,3 VVS,8015
0.92,3 VVS,8015
1.09,2 VS,8016
1.51,1 SI,8016
1.28,3 VVS,8017
1.26,1 SI,8018
1.66,1 SI,8199
1.01,2 VS,8199
1.01,2 VS,8199
1.31,4 F,8199
1.36,2 VS,8200
1.01,2 VS,8204
1.17,2 VS,8205
1.11,2 VS,8205
1.5,1 SI,8208
1,2 VS,8208
1.4,1 SI,8208
1.3,3 VVS,8210
1.2,2 VS,8212
1.6,2 VS,8219
1.55,1 SI,8223
1,2 VS,8225
1.04,2 VS,8225
1.1,2 VS,8226
1.12,2 VS,8229
1.22,2 VS,8229
1.22,2 VS,8229
1.03,2 VS,8229
1.52,1 SI,8230
1.3,1 SI,8231
1.51,1 SI,8232
1.12,3 VVS,8459
1.3,2 VS,8459
1.51,2 VS,8464
1.01,2 VS,8464
1.27,1 SI,8464
1.08,2 VS,8464
1.02,2 VS,8465
1.18,3 VVS,8466
1.06,2 VS,8467
1,2 VS,8467
1.29,2 VS,8467
1.33,3 VVS,8468
1.02,2 VS,8469
1.23,2 VS,8469
1.02,2 VS,8469
1.02,2 VS,8469
1.18,4 F,8469
1.5,3 VVS,8470
1.01,2 VS,8471
1.58,2 VS,8473
1.01,2 VS,8476
1.01,2 VS,8476
1.45,1 SI,8477
1.51,1 SI,8478
1.54,2 VS,8478
1.5,2 VS,8709
1.51,1 SI,8710
1.01,2 VS,8711
1.51,1 SI,8712
1,2 VS,8712
1.23,2 VS,8713
1.4,3 VVS,8714
0.97,4 F,8714
1.55,1 SI,8716
1.13,3 VVS,8717
1.2,2 VS,8718
1.02,3 VVS,8720
1.18,2 VS,8723
2,1 SI,8723
1.3,2 VS,8723
1.5,1 SI,8723
1.25,2 VS,8724
1.51,1 SI,8725
1.07,2 VS,8729
1.55,1 SI,8730
1.09,2 VS,8730
1.01,2 VS,8731
1.11,3 VVS,8731
1.6,2 VS,8736
1.5,2 VS,8736
1.01,4 F,8959
1.24,2 VS,8961
1.52,1 SI,8962
1.04,2 VS,8962
1.22,2 VS,8964
1.01,3 VVS,8965
1.29,2 VS,8965
1.51,1 SI,8969
1.51,3 VVS,8969
1.51,2 VS,8969
1.51,1 SI,8969
1.04,2 VS,8970
1.53,1 SI,8970
1.31,3 VVS,8975
1.2,2 VS,8976
1.02,2 VS,8976
1.1,3 VVS,8978
1.58,1 SI,8979
1.01,2 VS,8982
1.01,2 VS,8982
1.01,2 VS,8982
1.5,1 SI,8983
1.76,3 VVS,8983
1.2,2 VS,8984
1.16,2 VS,8984
1.55,3 VVS,9207
1.26,1 SI,9207
1.2,2 VS,9207
1.51,1 SI,9209
1.21,2 VS,9215
1,2 VS,9216
2.02,1 SI,9217
1.5,1 SI,9217
1.63,3 VVS,9218
1.51,1 SI,9219
1.21,2 VS,9223
1.52,2 VS,9224
1.7,1 SI,9225
1.1,2 VS,9226
1.51,1 SI,9227
1.51,1 SI,9227
1.03,3 VVS,9227
1.19,3 VVS,9228
1.58,1 SI,9229
1.73,1 SI,9230
1.5,2 VS,9231
1.52,2 VS,9232
1.06,2 VS,9235
1.56,1 SI,9235
1.54,3 VVS,9239
1.2,2 VS,9462
1.34,1 SI,9464
1.46,3 VVS,9464
1.32,3 VVS,9465
1.04,3 VVS,9466
1.57,1 SI,9467
1.51,1 SI,9468
1.51,1 SI,9468
1.51,1 SI,9468
1.17,3 VVS,9468
1.7,1 SI,9469
1.15,3 VVS,9470
1.5,1 SI,9471
1.26,2 VS,9472
1.56,1 SI,9472
1.5,1 SI,9474
1,2 VS,9475
1.64,1 SI,9476
1.24,2 VS,9480
1.03,2 VS,9482
1.62,1 SI,9482
1.21,3 VVS,9483
0.83,4 F,9484
1.6,2 VS,9486
1,2 VS,9488
1.51,1 SI,9717
1.51,1 SI,9717
1.5,1 SI,9718
1.51,1 SI,9720
0.95,3 VVS,9721
1,3 VVS,9721
1.3,2 VS,9722
1.06,3 VVS,9724
1.62,1 SI,9725
1.62,1 SI,9725
1.53,1 SI,9726
1.48,1 SI,9726
1.03,3 VVS,9726
1.5,2 VS,9726
1.5,1 SI,9727
1,2 VS,9728
1.5,1 SI,9728
1.56,1 SI,9730
1.02,2 VS,9730
1.43,3 VVS,9732
1.1,2 VS,9732
1.1,3 VVS,9734
1.32,2 VS,9736
1.27,2 VS,9737
1.15,2 VS,9737
1.06,3 VVS,9969
1.51,1 SI,9973
1.57,2 VS,9973
1.14,3 VVS,9974
1.24,2 VS,9975
1.55,1 SI,9975
1.09,3 VVS,9976
1.01,4 F,9978
1.41,1 SI,9981
1.22,2 VS,9982
1.32,2 VS,9983
1.59,1 SI,9983
1.05,3 VVS,9984
2.02,1 SI,9984
1.01,2 VS,9984
0.94,3 VVS,9985
1.35,3 VVS,9988
1.3,2 VS,9993
1.3,2 VS,9993
1.3,2 VS,9993
1.51,1 SI,9994
1.51,1 SI,9996
1.73,1 SI,9996
1.7,1 SI,9998
1.55,2 VS,9999
1.54,2 VS,10000
